customer_id,signup_date,signup_month,plan,monthly_charges,region,acquisition_channel,age_group,avg_sessions_per_week,courses_completed,support_tickets,used_mobile_app,autopay_enabled,tenure_months,churned,churn_reason,lifetime_value
CUST00680,2026-02-09,2026-02,Premium,38.39,Europe,Referral,25-34,2.7,4,0,0,1,4.664914586070959,0,Still Active,179.09
CUST00681,2025-05-13,2025-05,Basic,9.61,Europe,Referral,25-34,2.0,1,0,1,1,13.6,0,Still Active,130.7
CUST00682,2025-02-04,2025-02,Premium,38.2,Europe,Referral,55+,0.9,0,0,1,1,16.8,0,Still Active,641.76
CUST00683,2025-06-24,2025-06,Premium,39.46,North America,Referral,35-44,1.0,2,0,1,1,12.2,0,Still Active,481.41
CUST00684,2024-12-13,2024-12,Standard,19.07,North America,Paid Ads,45-54,1.8,4,1,0,1,18.561103810775293,0,Still Active,353.96
CUST00685,2025-10-16,2025-10,Standard,19.05,North America,Referral,35-44,4.0,4,0,1,1,8.47568988173456,0,Still Active,161.46
CUST00686,2024-09-14,2024-09,Basic,9.8,Asia Pacific,Referral,45-54,1.7,2,1,0,1,21.5,0,Still Active,210.7
CUST00687,2025-03-18,2025-03,Premium,38.74,North America,Paid Ads,55+,2.1,1,1,0,1,15.4,0,Still Active,596.6
CUST00688,2026-06-20,2026-06,Standard,19.92,North America,Paid Ads,18-24,0.6,2,0,1,1,0.5,0,Still Active,9.96
CUST00689,2025-08-06,2025-08,Standard,19.87,Asia Pacific,Social Media,55+,4.1,2,0,1,1,10.8,0,Still Active,214.6
CUST00690,2025-07-09,2025-07,Premium,38.98,North America,Referral,45-54,0.7,2,0,1,1,11.7,0,Still Active,456.07
CUST00691,2025-05-20,2025-05,Premium,38.15,Europe,Organic Search,25-34,2.3,1,2,0,1,13.370565045992116,0,Still Active,510.09
CUST00692,2024-09-02,2024-09,Premium,39.09,North America,Social Media,45-54,1.5,3,0,1,0,21.9,0,Still Active,856.07
CUST00693,2025-06-24,2025-06,Basic,9.99,North America,Social Media,35-44,1.8,4,2,1,1,3.6,1,No Longer Needed,35.96
CUST00694,2026-06-24,2026-06,Premium,39.31,Europe,Paid Ads,45-54,3.9,4,0,1,1,0.5,0,Still Active,19.66
CUST00695,2026-03-02,2026-03,Standard,19.78,North America,Organic Search,25-34,1.4,4,0,1,1,3.9750328515111693,0,Still Active,78.63
CUST00696,2025-07-19,2025-07,Premium,38.8,Asia Pacific,Partnership,35-44,1.0,1,1,0,0,11.399474375821287,0,Still Active,442.3
CUST00697,2024-08-25,2024-08,Standard,19.06,Europe,Social Media,18-24,5.3,2,1,0,1,22.174770039421812,0,Still Active,422.65
CUST00698,2026-04-03,2026-04,Basic,9.96,North America,Organic Search,45-54,0.7,4,0,1,1,2.9,0,Still Active,28.88
CUST00699,2024-09-22,2024-09,Basic,9.66,North America,Organic Search,55+,2.1,5,1,0,0,21.254927726675426,0,Still Active,205.32
CUST00700,2024-08-03,2024-08,Standard,19.14,Europe,Paid Ads,35-44,1.7,3,0,0,1,22.897503285151117,0,Still Active,438.26
CUST00701,2025-08-20,2025-08,Standard,19.15,North America,Referral,35-44,1.6,1,0,0,1,10.3,0,Still Active,197.24
CUST00702,2026-01-05,2026-01,Basic,9.56,North America,Organic Search,35-44,2.5,3,1,0,1,5.8,0,Still Active,55.45
CUST00703,2025-01-08,2025-01,Standard,19.42,Europe,Paid Ads,25-34,1.7,3,2,0,0,17.7,0,Still Active,343.73
CUST00704,2026-05-22,2026-05,Basic,9.92,Asia Pacific,Paid Ads,35-44,1.9,0,2,0,1,1.3,0,Still Active,12.9
CUST00705,2024-07-28,2024-07,Premium,38.28,Europe,Social Media,35-44,1.6,1,0,1,1,23.0946123521682,0,Still Active,884.06
CUST00706,2025-02-15,2025-02,Standard,19.75,Asia Pacific,Paid Ads,18-24,1.6,2,0,1,1,16.45860709592641,0,Still Active,325.06
CUST00707,2026-02-07,2026-02,Basic,9.53,Asia Pacific,Paid Ads,18-24,3.6,0,1,1,1,4.7,0,Still Active,44.79
CUST00708,2025-12-13,2025-12,Basic,9.55,North America,Partnership,35-44,5.2,0,1,1,0,6.570302233902759,0,Still Active,62.75
CUST00709,2024-07-08,2024-07,Basic,9.55,Asia Pacific,Organic Search,25-34,1.9,3,0,0,1,3.3,1,Not Enough Content Use,31.52
CUST00710,2025-03-28,2025-03,Standard,19.51,Asia Pacific,Organic Search,45-54,1.9,1,2,0,1,15.1,0,Still Active,294.6
CUST00711,2024-12-21,2024-12,Basic,9.93,North America,Social Media,25-34,5.0,3,0,0,1,18.298291721419183,0,Still Active,181.7
CUST00712,2025-01-01,2025-01,Basic,9.86,Latin America,Organic Search,18-24,1.4,1,0,0,1,17.9,0,Still Active,176.49
CUST00713,2025-10-22,2025-10,Premium,39.72,North America,Social Media,35-44,2.2,4,0,1,1,8.278580814717477,0,Still Active,328.83
CUST00714,2025-06-07,2025-06,Premium,39.72,North America,Organic Search,35-44,2.2,1,1,0,0,12.779237844940866,0,Still Active,507.59
CUST00715,2024-11-15,2024-11,Standard,19.1,Asia Pacific,Organic Search,35-44,1.1,3,2,0,1,19.48094612352168,0,Still Active,372.09
CUST00716,2025-10-19,2025-10,Premium,39.09,Europe,Partnership,35-44,1.6,2,0,0,0,8.377135348226018,0,Still Active,327.46
CUST00717,2024-07-23,2024-07,Basic,9.88,North America,Paid Ads,35-44,0.4,3,2,0,0,23.258869908015768,0,Still Active,229.8
CUST00718,2025-04-08,2025-04,Standard,19.94,North America,Referral,35-44,2.1,4,1,0,1,14.750328515111695,0,Still Active,294.12
CUST00719,2026-06-22,2026-06,Standard,19.67,Asia Pacific,Organic Search,18-24,1.2,2,2,0,0,0.5,0,Still Active,9.84
CUST00720,2025-11-02,2025-11,Standard,19.85,Asia Pacific,Organic Search,25-34,1.2,2,0,0,1,7.9,0,Still Active,156.82
CUST00721,2025-10-24,2025-10,Basic,9.68,Europe,Social Media,25-34,3.9,0,1,1,0,8.2,0,Still Active,79.38
CUST00722,2026-06-27,2026-06,Standard,19.7,Latin America,Paid Ads,18-24,4.2,1,0,0,0,0.5,0,Still Active,9.85
CUST00723,2026-03-05,2026-03,Basic,9.68,North America,Paid Ads,25-34,1.5,0,0,1,1,3.876478318002628,0,Still Active,37.52
CUST00724,2025-06-23,2025-06,Standard,19.19,North America,Organic Search,25-34,0.9,1,1,1,1,12.253613666228645,0,Still Active,235.15
CUST00725,2026-04-28,2026-04,Basic,9.52,Europe,Paid Ads,55+,3.4,1,2,1,0,2.1,0,Still Active,19.99
CUST00726,2026-02-06,2026-02,Basic,9.93,Asia Pacific,Social Media,25-34,1.0,0,0,1,1,4.763469119579501,0,Still Active,47.3
CUST00727,2025-11-20,2025-11,Basic,9.52,North America,Social Media,25-34,1.8,4,1,0,1,7.3,0,Still Active,69.5
CUST00728,2025-11-05,2025-11,Basic,9.99,North America,Referral,45-54,0.1,1,0,0,0,7.8,0,Still Active,77.92
CUST00729,2026-01-06,2026-01,Standard,19.5,Asia Pacific,Referral,25-34,2.0,0,0,0,1,5.781865965834428,0,Still Active,112.75
CUST00730,2025-09-23,2025-09,Basic,9.74,Latin America,Paid Ads,25-34,3.6,3,0,0,0,9.2,0,Still Active,89.61
CUST00731,2026-04-30,2026-04,Premium,38.14,Europe,Paid Ads,25-34,3.6,5,0,0,1,2.0,0,Still Active,76.28
CUST00732,2025-11-27,2025-11,Basic,9.53,North America,Referral,25-34,5.2,1,0,0,1,7.09592641261498,0,Still Active,67.62
CUST00733,2024-08-12,2024-08,Basic,9.85,Latin America,Organic Search,25-34,0.9,2,1,0,1,22.6,0,Still Active,222.61
CUST00734,2025-03-28,2025-03,Standard,19.43,Asia Pacific,Organic Search,25-34,0.4,4,0,1,0,15.1,0,Still Active,293.39
CUST00735,2024-10-30,2024-10,Basic,9.58,Europe,Partnership,45-54,0.7,5,0,0,1,20.0,0,Still Active,191.6
CUST00736,2026-03-19,2026-03,Standard,19.19,Asia Pacific,Organic Search,25-34,0.7,4,0,0,0,3.4,0,Still Active,65.25
CUST00737,2026-03-25,2026-03,Standard,19.22,Asia Pacific,Organic Search,25-34,3.3,2,1,0,1,3.2,0,Still Active,61.5
CUST00738,2025-02-06,2025-02,Basic,9.9,Latin America,Referral,35-44,3.1,1,2,0,1,16.754270696452036,0,Still Active,165.87
CUST00739,2025-06-12,2025-06,Basic,9.8,Asia Pacific,Referral,25-34,4.2,2,0,1,0,12.6,0,Still Active,123.48
CUST00740,2025-05-23,2025-05,Basic,9.53,Europe,Paid Ads,25-34,1.0,2,0,1,1,13.272010512483574,0,Still Active,126.48
CUST00741,2025-01-30,2025-01,Basic,9.84,Europe,Paid Ads,45-54,3.5,1,1,1,0,16.98423127463863,0,Still Active,167.12
CUST00742,2025-03-13,2025-03,Basic,9.75,Europe,Partnership,55+,3.8,1,0,0,0,15.6,0,Still Active,152.1
CUST00743,2024-07-23,2024-07,Basic,9.78,Europe,Referral,45-54,4.0,1,1,0,1,23.258869908015768,0,Still Active,227.47
CUST00744,2024-09-25,2024-09,Basic,9.64,Asia Pacific,Social Media,25-34,1.8,2,3,1,1,21.156373193166885,0,Still Active,203.95
CUST00745,2025-04-21,2025-04,Standard,19.01,Latin America,Organic Search,55+,1.2,3,0,1,0,14.3,0,Still Active,271.84
CUST00746,2026-06-09,2026-06,Standard,19.5,Europe,Organic Search,25-34,3.9,3,1,0,0,0.7,0,Still Active,13.65
CUST00747,2024-12-14,2024-12,Standard,19.59,Europe,Paid Ads,25-34,0.5,3,2,0,1,18.5,0,Still Active,362.42
CUST00748,2024-08-24,2024-08,Basic,9.81,Europe,Organic Search,25-34,0.4,2,0,1,0,22.2,0,Still Active,217.78
CUST00749,2024-07-18,2024-07,Basic,9.71,Europe,Organic Search,35-44,2.7,2,0,1,0,23.4,0,Still Active,227.21
CUST00750,2025-03-31,2025-03,Premium,39.11,Europe,Organic Search,18-24,0.9,3,0,0,0,15.0,0,Still Active,586.65
CUST00751,2026-04-10,2026-04,Standard,19.53,North America,Paid Ads,35-44,1.6,2,2,1,0,2.6938239159001314,0,Still Active,52.61
CUST00752,2026-02-07,2026-02,Premium,38.73,Europe,Referral,45-54,3.3,3,0,1,1,4.7,0,Still Active,182.03
CUST00753,2026-04-08,2026-04,Basic,9.89,North America,Social Media,25-34,0.9,1,1,0,1,1.0,1,Found Alternative,9.89
CUST00754,2026-04-15,2026-04,Standard,19.42,North America,Organic Search,35-44,1.5,4,2,0,0,2.5,0,Still Active,48.55
CUST00755,2025-04-01,2025-04,Standard,19.23,Asia Pacific,Paid Ads,25-34,3.2,2,2,0,1,14.98028909329829,0,Still Active,288.07
CUST00756,2026-07-01,2026-07,Basic,9.49,North America,Organic Search,25-34,2.7,3,0,0,1,0.5,0,Still Active,4.74
CUST00757,2026-05-12,2026-05,Standard,19.28,North America,Paid Ads,25-34,3.8,1,2,1,0,1.6,0,Still Active,30.85
CUST00758,2024-08-16,2024-08,Standard,19.09,North America,Paid Ads,35-44,1.6,3,1,1,0,22.470433639947437,0,Still Active,428.96
CUST00759,2024-07-15,2024-07,Basic,9.74,North America,Paid Ads,25-34,3.0,1,1,0,1,23.5,0,Still Active,228.89
CUST00760,2025-04-12,2025-04,Basic,9.68,Asia Pacific,Social Media,45-54,0.9,1,0,0,1,14.6,0,Still Active,141.33
CUST00761,2025-04-09,2025-04,Standard,19.24,Europe,Social Media,55+,4.0,7,0,0,0,14.7,0,Still Active,282.83
CUST00762,2025-03-01,2025-03,Premium,38.25,Asia Pacific,Referral,55+,2.5,1,1,0,0,15.99868593955322,0,Still Active,611.95
CUST00763,2026-05-29,2026-05,Basic,9.89,North America,Social Media,25-34,7.5,3,1,0,1,1.0840998685939554,0,Still Active,10.72
CUST00764,2025-07-19,2025-07,Basic,9.98,North America,Referral,18-24,1.6,3,0,0,1,11.399474375821287,0,Still Active,113.77
CUST00765,2026-03-29,2026-03,Basic,9.92,North America,Social Media,25-34,4.8,2,0,1,1,1.4,1,Not Enough Content Use,13.89
CUST00766,2026-04-21,2026-04,Standard,19.78,Asia Pacific,Referral,35-44,3.8,2,0,1,0,2.3,0,Still Active,45.49
CUST00767,2024-12-28,2024-12,Basic,9.76,Europe,Paid Ads,55+,4.7,1,1,0,1,18.068331143232587,0,Still Active,176.35
CUST00768,2026-01-29,2026-01,Premium,39.66,Latin America,Referral,45-54,4.7,2,1,0,1,0.7,1,Too Expensive,27.76
CUST00769,2025-10-25,2025-10,Basic,9.76,Europe,Organic Search,35-44,2.5,7,0,1,1,8.180026281208935,0,Still Active,79.84
CUST00770,2024-08-27,2024-08,Basic,9.65,Europe,Referral,18-24,1.1,1,1,1,1,22.1,0,Still Active,213.26
CUST00771,2025-04-20,2025-04,Standard,19.22,Asia Pacific,Partnership,45-54,0.9,4,1,1,1,14.35611038107753,0,Still Active,275.92
CUST00772,2026-03-06,2026-03,Premium,38.42,Latin America,Referral,25-34,1.1,1,1,1,1,3.8,0,Still Active,146.0
CUST00773,2025-08-30,2025-08,Standard,19.45,North America,Organic Search,18-24,1.4,2,2,0,1,10.0,0,Still Active,194.5
CUST00774,2025-10-07,2025-10,Basic,9.81,North America,Paid Ads,45-54,1.2,3,0,1,1,8.771353482260183,0,Still Active,86.05
CUST00775,2026-05-09,2026-05,Premium,38.29,Europe,Social Media,35-44,0.6,2,0,1,0,1.7,0,Still Active,65.09
CUST00776,2025-11-08,2025-11,Basic,9.5,Europe,Partnership,18-24,3.1,0,2,1,1,7.7,0,Still Active,73.15
CUST00777,2025-06-08,2025-06,Premium,38.04,Latin America,Paid Ads,25-34,2.9,1,0,0,0,12.7,0,Still Active,483.11
CUST00778,2025-05-27,2025-05,Basic,9.64,Europe,Social Media,18-24,1.6,3,1,0,1,13.1,0,Still Active,126.28
CUST00779,2024-10-16,2024-10,Standard,19.71,North America,Social Media,35-44,1.9,4,0,0,1,20.466491458607095,0,Still Active,403.39
CUST00780,2025-09-02,2025-09,Standard,18.99,Latin America,Organic Search,25-34,2.3,1,1,1,1,9.9,0,Still Active,188.0
CUST00781,2025-12-07,2025-12,Basic,9.72,Asia Pacific,Social Media,45-54,1.0,5,0,0,0,6.767411300919842,0,Still Active,65.78
CUST00782,2025-11-15,2025-11,Premium,38.59,North America,Paid Ads,25-34,1.9,1,0,1,1,7.490144546649145,0,Still Active,289.04
CUST00783,2024-12-01,2024-12,Basic,9.95,Latin America,Referral,25-34,4.1,1,0,0,1,0.5,1,Poor Customer Support,4.97
CUST00784,2026-04-18,2026-04,Basic,9.97,North America,Paid Ads,18-24,0.7,5,0,1,1,2.4,0,Still Active,23.93
CUST00785,2025-04-23,2025-04,Standard,19.39,North America,Referral,25-34,3.9,1,1,1,1,14.257555847568987,0,Still Active,276.45
CUST00786,2026-03-21,2026-03,Basic,9.98,Latin America,Referral,35-44,6.1,2,1,1,0,3.350854139290407,0,Still Active,33.44
CUST00787,2025-05-06,2025-05,Standard,19.96,Europe,Paid Ads,35-44,4.1,4,0,1,1,13.8,0,Still Active,275.45
CUST00788,2024-07-28,2024-07,Basic,9.78,North America,Social Media,25-34,1.2,1,2,1,1,23.0946123521682,0,Still Active,225.87
CUST00789,2025-08-30,2025-08,Basic,9.68,North America,Social Media,35-44,3.1,2,0,1,0,10.0,0,Still Active,96.8
CUST00790,2026-03-26,2026-03,Basic,9.54,Asia Pacific,Social Media,45-54,1.0,0,0,1,1,0.5,1,Not Enough Content Use,4.77
CUST00791,2025-08-01,2025-08,Basic,9.77,North America,Paid Ads,25-34,2.2,2,2,0,0,10.972404730617608,0,Still Active,107.2
CUST00792,2025-04-23,2025-04,Standard,19.82,Europe,Organic Search,18-24,5.0,3,2,1,1,14.257555847568987,0,Still Active,282.58
CUST00793,2025-04-11,2025-04,Standard,19.39,Europe,Paid Ads,25-34,3.6,1,0,1,0,14.651773981603153,0,Still Active,284.1
CUST00794,2025-08-28,2025-08,Premium,39.0,North America,Social Media,35-44,0.4,3,0,1,1,10.085413929040735,0,Still Active,393.33
CUST00795,2025-10-26,2025-10,Premium,38.79,Europe,Organic Search,18-24,1.5,3,0,0,1,8.1,0,Still Active,314.2
CUST00796,2026-01-17,2026-01,Basic,9.84,Asia Pacific,Partnership,25-34,3.7,0,0,1,1,5.4,0,Still Active,53.14
CUST00797,2025-03-08,2025-03,Basic,9.77,Europe,Social Media,35-44,1.1,3,2,1,1,15.768725361366622,0,Still Active,154.06
CUST00798,2025-08-01,2025-08,Basic,9.75,North America,Referral,55+,0.8,1,2,1,1,10.972404730617608,0,Still Active,106.98
CUST00799,2025-01-06,2025-01,Basic,9.6,North America,Referral,25-34,1.6,2,0,0,0,17.772667542706962,0,Still Active,170.62
CUST00800,2026-03-18,2026-03,Standard,19.58,Europe,Referral,25-34,3.6,2,1,1,1,3.4,0,Still Active,66.57
CUST00801,2024-12-16,2024-12,Basic,9.74,Asia Pacific,Referral,35-44,3.3,1,1,0,1,18.462549277266753,0,Still Active,179.83
CUST00802,2026-04-12,2026-04,Basic,9.84,North America,Paid Ads,25-34,2.5,3,0,1,1,2.6,0,Still Active,25.58
CUST00803,2026-02-19,2026-02,Premium,39.25,North America,Social Media,25-34,3.1,0,1,1,1,4.3,0,Still Active,168.78
CUST00804,2026-02-14,2026-02,Standard,19.28,Europe,Referral,35-44,2.0,3,0,0,1,4.5,0,Still Active,86.76
CUST00805,2025-12-30,2025-12,Basic,9.81,Europe,Social Media,55+,1.4,5,2,1,1,6.0,0,Still Active,58.86
CUST00806,2025-05-27,2025-05,Basic,9.87,North America,Social Media,45-54,0.4,1,0,1,1,13.1,0,Still Active,129.3
CUST00807,2025-08-06,2025-08,Basic,9.82,Asia Pacific,Organic Search,25-34,0.5,3,1,1,1,10.8,0,Still Active,106.06
CUST00808,2025-02-09,2025-02,Premium,38.99,North America,Organic Search,45-54,4.3,0,0,1,1,16.655716162943495,0,Still Active,649.41
CUST00809,2026-04-24,2026-04,Basic,9.82,Asia Pacific,Social Media,25-34,3.8,2,2,1,1,2.2,0,Still Active,21.6
CUST00810,2025-01-02,2025-01,Basic,9.73,Europe,Organic Search,25-34,3.3,2,0,1,0,17.9,0,Still Active,174.17
CUST00811,2026-05-10,2026-05,Basic,9.66,Europe,Referral,55+,2.3,2,1,0,1,1.7,0,Still Active,16.42
CUST00812,2025-04-08,2025-04,Standard,19.61,North America,Paid Ads,55+,3.1,3,0,0,0,5.3,1,Found Alternative,103.93
CUST00813,2025-12-09,2025-12,Basic,9.5,Asia Pacific,Organic Search,25-34,1.3,2,0,0,1,6.7,0,Still Active,63.65
CUST00814,2026-02-26,2026-02,Premium,38.18,North America,Organic Search,18-24,1.4,3,0,0,1,4.1,0,Still Active,156.54
CUST00815,2026-05-20,2026-05,Premium,38.36,North America,Social Media,25-34,2.2,3,0,0,1,1.3797634691195795,0,Still Active,52.93
CUST00816,2026-03-13,2026-03,Standard,19.97,Europe,Referral,35-44,1.6,5,0,1,0,3.6,0,Still Active,71.89
CUST00817,2024-09-07,2024-09,Basic,9.63,Asia Pacific,Paid Ads,45-54,1.0,3,0,0,0,5.6,1,Too Expensive,53.93
CUST00818,2025-12-31,2025-12,Premium,38.99,North America,Partnership,18-24,6.3,5,2,1,1,5.978975032851511,0,Still Active,233.12
CUST00819,2026-03-29,2026-03,Standard,19.56,North America,Organic Search,25-34,2.5,0,1,1,1,3.088042049934297,0,Still Active,60.4
CUST00820,2025-06-23,2025-06,Basic,9.5,Asia Pacific,Organic Search,25-34,1.6,1,1,0,0,12.253613666228645,0,Still Active,116.41
CUST00821,2025-01-28,2025-01,Standard,19.07,Asia Pacific,Social Media,18-24,3.3,1,2,0,0,17.0,0,Still Active,324.19
CUST00822,2025-07-07,2025-07,Basic,9.57,North America,Social Media,45-54,4.3,1,1,1,1,11.793692509855452,0,Still Active,112.87
CUST00823,2024-08-05,2024-08,Basic,9.6,Europe,Paid Ads,45-54,0.7,2,0,1,0,22.8,0,Still Active,218.88
CUST00824,2025-09-24,2025-09,Standard,19.06,Europe,Partnership,25-34,0.9,1,0,1,0,9.198423127463863,0,Still Active,175.32
CUST00825,2025-12-19,2025-12,Basic,9.82,Europe,Partnership,25-34,4.1,5,1,1,0,6.3731931668856765,0,Still Active,62.58
CUST00826,2025-12-19,2025-12,Standard,19.11,Asia Pacific,Organic Search,18-24,6.2,0,0,0,1,6.3731931668856765,0,Still Active,121.79
CUST00827,2024-09-03,2024-09,Basic,9.94,North America,Organic Search,25-34,3.6,1,1,0,1,21.879106438896187,0,Still Active,217.48
CUST00828,2026-03-31,2026-03,Premium,39.0,Asia Pacific,Social Media,25-34,1.9,2,0,1,1,3.0,0,Still Active,117.0
CUST00829,2024-08-29,2024-08,Premium,38.36,Europe,Paid Ads,35-44,3.8,1,0,1,1,6.1,1,No Longer Needed,234.0
CUST00830,2026-05-02,2026-05,Premium,38.45,Europe,Organic Search,25-34,1.1,0,1,0,1,0.5,1,Poor Customer Support,19.23
CUST00831,2024-10-06,2024-10,Basic,9.81,Europe,Social Media,25-34,1.7,3,0,1,1,20.795006570302235,0,Still Active,204.0
CUST00832,2026-05-12,2026-05,Basic,9.55,Latin America,Paid Ads,45-54,1.2,2,1,1,1,1.6,0,Still Active,15.28
CUST00833,2025-05-25,2025-05,Standard,19.04,North America,Paid Ads,25-34,0.6,0,0,0,1,13.2,0,Still Active,251.33
CUST00834,2026-06-27,2026-06,Basic,9.89,North America,Organic Search,45-54,3.5,3,1,1,1,0.5,0,Still Active,4.94
CUST00835,2025-03-23,2025-03,Basic,9.74,North America,Referral,35-44,2.0,5,1,0,0,15.275952693823916,0,Still Active,148.79
CUST00836,2024-11-05,2024-11,Standard,19.84,Latin America,Referral,45-54,3.0,1,0,1,1,19.8,0,Still Active,392.83
CUST00837,2024-08-19,2024-08,Standard,19.94,Asia Pacific,Organic Search,18-24,2.2,2,0,1,0,22.371879106438897,0,Still Active,446.1
CUST00838,2025-01-14,2025-01,Premium,38.9,Europe,Paid Ads,35-44,1.6,0,0,0,1,17.5,0,Still Active,680.75
CUST00839,2025-05-23,2025-05,Basic,9.64,North America,Referral,18-24,0.3,2,0,1,1,13.272010512483574,0,Still Active,127.94
CUST00840,2025-02-04,2025-02,Basic,9.68,Asia Pacific,Partnership,55+,1.1,2,1,0,0,4.8,1,Not Enough Content Use,46.46
CUST00841,2024-09-25,2024-09,Basic,9.94,Asia Pacific,Partnership,35-44,8.8,0,1,1,1,21.156373193166885,0,Still Active,210.29
CUST00842,2025-11-11,2025-11,Premium,39.99,Europe,Organic Search,25-34,4.1,3,1,0,1,7.6,0,Still Active,303.92
CUST00843,2025-01-24,2025-01,Standard,19.37,North America,Referral,25-34,0.4,2,2,0,1,17.181340341655716,0,Still Active,332.8
CUST00844,2025-07-21,2025-07,Premium,39.92,North America,Social Media,45-54,0.7,3,2,1,1,11.3,0,Still Active,451.1
CUST00845,2026-05-17,2026-05,Premium,39.0,Europe,Social Media,55+,4.5,2,0,1,0,1.4783180026281209,0,Still Active,57.65
CUST00846,2025-01-02,2025-01,Standard,19.03,Asia Pacific,Referral,45-54,5.4,3,2,1,0,17.9,0,Still Active,340.64
CUST00847,2026-04-15,2026-04,Standard,19.19,North America,Organic Search,45-54,7.3,1,0,1,0,2.5,0,Still Active,47.98
CUST00848,2024-07-02,2024-07,Basic,9.68,Europe,Social Media,45-54,0.7,2,0,0,1,23.9,0,Still Active,231.35
CUST00849,2026-04-20,2026-04,Standard,19.34,North America,Organic Search,35-44,4.7,3,1,0,1,2.3653088042049935,0,Still Active,45.75
CUST00850,2025-10-26,2025-10,Standard,19.8,Asia Pacific,Organic Search,18-24,3.6,2,0,0,1,8.1,0,Still Active,160.38
CUST00851,2026-05-16,2026-05,Standard,19.78,Europe,Referral,18-24,0.8,4,1,0,1,1.5,0,Still Active,29.67
CUST00852,2026-03-03,2026-03,Premium,38.24,North America,Partnership,35-44,0.3,3,1,0,0,3.9,0,Still Active,149.14
CUST00853,2025-11-30,2025-11,Premium,38.1,Europe,Organic Search,25-34,0.2,1,0,1,0,1.8,1,Found Alternative,68.58
CUST00854,2025-11-05,2025-11,Standard,19.7,North America,Referral,35-44,1.8,0,1,0,0,1.1,1,Not Enough Content Use,21.67
CUST00855,2026-05-07,2026-05,Standard,19.42,North America,Paid Ads,25-34,2.1,2,0,0,0,1.8,0,Still Active,34.96
CUST00856,2025-07-17,2025-07,Standard,19.16,Asia Pacific,Social Media,35-44,1.5,2,0,1,1,11.465177398160314,0,Still Active,219.67
CUST00857,2026-03-17,2026-03,Basic,9.53,North America,Referral,25-34,1.6,3,2,1,1,3.4822601839684624,0,Still Active,33.19
CUST00858,2026-05-15,2026-05,Basic,9.6,North America,Organic Search,25-34,2.0,4,0,0,0,1.5,0,Still Active,14.4
CUST00859,2024-12-06,2024-12,Standard,19.95,North America,Organic Search,25-34,1.8,3,1,1,0,18.791064388961892,0,Still Active,374.88
CUST00860,2025-07-30,2025-07,Standard,19.08,North America,Paid Ads,25-34,5.9,4,1,0,1,11.0,0,Still Active,209.88
CUST00861,2026-06-06,2026-06,Basic,9.77,North America,Organic Search,45-54,0.9,3,0,1,0,0.8,0,Still Active,7.82
CUST00862,2025-10-18,2025-10,Premium,38.04,North America,Organic Search,35-44,1.4,0,0,1,1,8.4,0,Still Active,319.54
CUST00863,2026-06-24,2026-06,Basic,9.94,Europe,Referral,45-54,2.9,2,0,1,1,0.5,0,Still Active,4.97
CUST00864,2024-10-15,2024-10,Basic,9.75,North America,Paid Ads,25-34,2.0,1,0,0,0,3.0,1,Found Alternative,29.25
CUST00865,2025-10-22,2025-10,Standard,19.93,Asia Pacific,Referral,25-34,3.8,1,0,1,0,8.278580814717477,0,Still Active,164.99
CUST00866,2024-08-09,2024-08,Basic,9.65,North America,Organic Search,18-24,0.5,0,3,1,0,3.7,1,Technical Issues,35.71
CUST00867,2024-07-13,2024-07,Basic,9.69,North America,Referral,18-24,1.1,2,0,1,1,23.587385019710904,0,Still Active,228.56
CUST00868,2025-09-02,2025-09,Basic,9.86,North America,Paid Ads,18-24,2.3,2,1,0,1,9.9,0,Still Active,97.61
CUST00869,2024-10-01,2024-10,Standard,19.93,Asia Pacific,Organic Search,18-24,1.8,0,1,1,1,20.9592641261498,0,Still Active,417.72
CUST00870,2026-05-07,2026-05,Basic,9.56,Europe,Paid Ads,45-54,1.7,0,0,1,1,1.0,1,Too Expensive,9.56
CUST00871,2024-07-06,2024-07,Standard,19.39,Asia Pacific,Organic Search,55+,3.2,1,0,1,1,2.8,1,Technical Issues,54.29
CUST00872,2025-01-22,2025-01,Standard,19.96,North America,Social Media,55+,3.4,2,0,1,1,17.2,0,Still Active,343.31
CUST00873,2025-03-15,2025-03,Basic,9.65,Asia Pacific,Referral,55+,2.9,5,0,0,1,15.5,0,Still Active,149.58
CUST00874,2026-06-04,2026-06,Premium,39.86,North America,Referral,25-34,0.6,5,1,1,1,0.8869908015768725,0,Still Active,35.36
CUST00875,2026-04-15,2026-04,Basic,9.8,North America,Organic Search,35-44,4.9,2,1,0,0,2.5,0,Still Active,24.5
CUST00876,2025-11-28,2025-11,Premium,38.95,Europe,Organic Search,18-24,0.4,2,1,0,1,7.063074901445466,0,Still Active,275.11
CUST00877,2025-06-11,2025-06,Standard,19.32,North America,Paid Ads,18-24,0.7,4,0,1,0,12.6,0,Still Active,243.43
CUST00878,2025-07-02,2025-07,Premium,39.01,Latin America,Referral,45-54,2.0,1,0,1,1,11.957950065703022,0,Still Active,466.48
CUST00879,2024-09-04,2024-09,Basic,9.82,North America,Organic Search,45-54,0.6,2,0,1,0,21.8,0,Still Active,214.08
CUST00880,2025-01-22,2025-01,Standard,19.7,Latin America,Organic Search,45-54,0.5,2,0,1,0,0.8,1,No Longer Needed,15.76
